ticker;data_com;data_pagamento;valor_por_cota
GARE11;30/06/2025;07/07/2025;0.083
PVBI11;30/06/2025;07/07/2025;0.5
BRCO11;30/06/2025;14/07/2025;1.05
FATN11;04/07/2025;14/07/2025;0.8
HGLG11;30/06/2025;14/07/2025;1.1
HGRU11;30/06/2025;14/07/2025;1.55
KNRI11;30/06/2025;14/07/2025;1
PMLL11;30/06/2025;14/07/2025;0.86
TGAR11;30/06/2025;14/07/2025;1
TRXF11;30/06/2025;14/07/2025;1.51
VISC11;30/06/2025;14/07/2025;0.81
XPLG11;30/06/2025;14/07/2025;0.82
BTLG11;15/07/2025;25/07/2025;0.7801
XPML11;18/07/2025;25/07/2025;0.92
GARE11;31/07/2025;07/08/2025;0.083
PVBI11;31/07/2025;07/08/2025;0.5
BRCO11;31/07/2025;14/08/2025;0.87
FATN11;06/08/2025;14/08/2025;0.8
HGLG11;31/07/2025;14/08/2025;1.1
HGRU11;31/07/2025;14/08/2025;0.95
KNRI11;31/07/2025;14/08/2025;1
PMLL11;31/07/2025;14/08/2025;0.86
TGAR11;31/07/2025;14/08/2025;1
TRXF11;31/07/2025;14/08/2025;0.93
VISC11;31/07/2025;14/08/2025;0.81
XPLG11;31/07/2025;14/08/2025;0.82
BTLG11;15/08/2025;25/08/2025;0.78
XPML11;18/08/2025;25/08/2025;0.92
GARE11;29/08/2025;05/09/2025;0.083
PVBI11;29/08/2025;05/09/2025;0.45
BRCO11;29/08/2025;12/09/2025;0.87
FATN11;04/09/2025;12/09/2025;0.8
HGLG11;29/08/2025;12/09/2025;1.1
HGRU11;29/08/2025;12/09/2025;0.95
KNRI11;29/08/2025;12/09/2025;1
PMLL11;29/08/2025;12/09/2025;0.86
TGAR11;29/08/2025;12/09/2025;1
TRXF11;29/08/2025;12/09/2025;0.93
VISC11;29/08/2025;12/09/2025;0.81
XPLG11;29/08/2025;12/09/2025;0.82
BTLG11;15/09/2025;25/09/2025;0.79
XPML11;18/09/2025;25/09/2025;0.92
GARE11;30/09/2025;07/10/2025;0.083
PVBI11;30/09/2025;07/10/2025;0.45
BRCO11;30/09/2025;14/10/2025;0.87
FATN11;06/10/2025;14/10/2025;0.8
HGLG11;30/09/2025;14/10/2025;1.1
HGRU11;30/09/2025;14/10/2025;0.95
KNRI11;30/09/2025;14/10/2025;1
PMLL11;30/09/2025;14/10/2025;0.86
TGAR11;30/09/2025;14/10/2025;1
TRXF11;30/09/2025;14/10/2025;0.93
VISC11;30/09/2025;14/10/2025;0.81
XPLG11;30/09/2025;14/10/2025;0.82
BTLG11;15/10/2025;24/10/2025;0.79
XPML11;17/10/2025;24/10/2025;0.92
GARE11;31/10/2025;07/11/2025;0.083
PVBI11;31/10/2025;07/11/2025;0.45
BRCO11;31/10/2025;14/11/2025;0.87
FATN11;06/11/2025;14/11/2025;0.8
HGLG11;31/10/2025;14/11/2025;1.1
HGRU11;31/10/2025;14/11/2025;0.95
KNRI11;31/10/2025;14/11/2025;1
PMLL11;31/10/2025;14/11/2025;0.86
TGAR11;31/10/2025;14/11/2025;1
TRXF11;31/10/2025;14/11/2025;0.93
VISC11;31/10/2025;14/11/2025;0.81
XPLG11;31/10/2025;14/11/2025;0.82
BTLG11;14/11/2025;25/11/2025;0.79
XPML11;17/11/2025;25/11/2025;0.92
GARE11;28/11/2025;05/12/2025;0.083
PVBI11;28/11/2025;05/12/2025;0.45
BRCO11;28/11/2025;12/12/2025;0.87
FATN11;04/12/2025;12/12/2025;0.8
HGLG11;28/11/2025;12/12/2025;1.1
HGRU11;28/11/2025;12/12/2025;0.95
KNRI11;28/11/2025;12/12/2025;1
PMLL11;28/11/2025;12/12/2025;0.86
TGAR11;28/11/2025;12/12/2025;1
TRXF11;28/11/2025;12/12/2025;0.93
VISC11;28/11/2025;12/12/2025;0.81
XPLG11;28/11/2025;12/12/2025;0.82
BTLG11;15/12/2025;23/12/2025;0.79
XPML11;16/12/2025;23/12/2025;0.92
GARE11;30/12/2025;08/01/2026;0.083
PVBI11;30/12/2025;08/01/2026;0.45
BRCO11;30/12/2025;15/01/2026;0.87
FATN11;07/01/2026;15/01/2026;0.8
HGLG11;30/12/2025;15/01/2026;1.1
HGRU11;30/12/2025;15/01/2026;1.45
KNRI11;30/12/2025;15/01/2026;1.25
PMLL11;30/12/2025;15/01/2026;0.86
TGAR11;30/12/2025;15/01/2026;1
TRXF11;30/12/2025;15/01/2026;1
VISC11;30/12/2025;15/01/2026;0.81
XPLG11;30/12/2025;15/01/2026;0.82
BTLG11;15/01/2026;23/01/2026;0.79
XPML11;16/01/2026;23/01/2026;0.92
GARE11;30/01/2026;06/02/2026;0.083
PVBI11;30/01/2026;06/02/2026;0.45
BRCO11;30/01/2026;13/02/2026;0.87
FATN11;05/02/2026;13/02/2026;0.8
HGLG11;30/01/2026;13/02/2026;1.1
HGRU11;30/01/2026;13/02/2026;0.95
KNRI11;30/01/2026;13/02/2026;0.88
PMLL11;30/01/2026;13/02/2026;1
TGAR11;30/01/2026;13/02/2026;0.71
TRXF11;30/01/2026;13/02/2026;0.93
VISC11;30/01/2026;13/02/2026;0.84
XPLG11;30/01/2026;13/02/2026;0.82
BTLG11;13/02/2026;25/02/2026;0.8
XPML11;18/02/2026;25/02/2026;0.92
GARE11;27/02/2026;06/03/2026;0.083
PVBI11;27/02/2026;06/03/2026;0.45
BRCO11;27/02/2026;13/03/2026;0.92
FATN11;05/03/2026;13/03/2026;0.8
HGLG11;27/02/2026;13/03/2026;1.1
HGRU11;27/02/2026;13/03/2026;0.95
KNRI11;27/02/2026;13/03/2026;1.1
PMLL11;27/02/2026;13/03/2026;1
TGAR11;27/02/2026;13/03/2026;0.72
TRXF11;27/02/2026;13/03/2026;0.93
VISC11;27/02/2026;13/03/2026;0.84
XPLG11;27/02/2026;13/03/2026;0.82
BTLG11;13/03/2026;25/03/2026;0.8
XPML11;18/03/2026;25/03/2026;0.92
GARE11;31/03/2026;08/04/2026;0.083
PVBI11;31/03/2026;08/04/2026;0.4
BRCO11;31/03/2026;15/04/2026;0.92
FATN11;07/04/2026;15/04/2026;0.8
HGLG11;31/03/2026;15/04/2026;1.1
HGRU11;31/03/2026;15/04/2026;0.95
KNRI11;31/03/2026;15/04/2026;1.1
PMLL11;31/03/2026;15/04/2026;1
TGAR11;31/03/2026;15/04/2026;0.72
TRXF11;31/03/2026;15/04/2026;0.93
VISC11;31/03/2026;15/04/2026;0.84
XPLG11;31/03/2026;15/04/2026;0.82
BTLG11;15/04/2026;24/04/2026;0.81
XPML11;16/04/2026;24/04/2026;0.92
GARE11;30/04/2026;08/05/2026;0.083
PVBI11;30/04/2026;08/05/2026;0.4
BRCO11;30/04/2026;15/05/2026;0.95
FATN11;07/05/2026;15/05/2026;0.8
HGLG11;30/04/2026;15/05/2026;1.1
HGRU11;30/04/2026;15/05/2026;0.95
KNRI11;30/04/2026;15/05/2026;1.1
PMLL11;30/04/2026;15/05/2026;1
TGAR11;30/04/2026;15/05/2026;0.72
TRXF11;30/04/2026;15/05/2026;0.93
VISC11;30/04/2026;15/05/2026;0.84
XPLG11;30/04/2026;15/05/2026;0.82
BTLG11;15/05/2026;25/05/2026;0.81
XPML11;18/05/2026;25/05/2026;0.92
GARE11;29/05/2026;08/06/2026;0.083
PVBI11;29/05/2026;08/06/2026;0.4
BRCO11;29/05/2026;15/06/2026;0.95
FATN11;05/06/2026;15/06/2026;0.8
HGLG11;29/05/2026;15/06/2026;1.1
HGRU11;29/05/2026;15/06/2026;0.95
KNRI11;29/05/2026;15/06/2026;1.1
PMLL11;29/05/2026;15/06/2026;1
TGAR11;29/05/2026;15/06/2026;0.72
TRXF11;29/05/2026;15/06/2026;0.93
VISC11;29/05/2026;15/06/2026;0.84
XPLG11;29/05/2026;15/06/2026;0.82
BTLG11;15/06/2026;25/06/2026;0.81
